id,Type_of_payment_code,Vehicle_code
PC6397888,PTE,VCB43
PCF5D4B0A,PTE,VC965
PC9DD0BBD,PTC,VCB43
PCA857A23,PTP,VCB43
PC51A39A7,PTE,VC965
PC22D9C6D,PTC,VCD2F
PCEECA8B2,PTP,VC965
PC4486317,PTE,VCD2F
PCD3A817A,PTE,VCB43
PC41EEC34,PTC,VC965
PC2E099B4,PTE,VCB43
PCD0DDD3D,PTP,VC965
PC576A3BA,PTE,VCB43
PCC591410,PTP,VC965
PC3EC1FDF,PTE,VCB43
PC3172195,PTP,VC965
PCD546332,PTP,VCD2F
PC89C1789,PTE,VC965
PC12D9486,PTP,VC965
PCD540B2F,PTP,VC965
PC0B32B5B,PTE,VCD2F
PC46C4A27,PTP,VC965
PC99F9ABD,PTP,VC965
PC879E7AB,PTP,VC965
PC8BCEB19,PTC,VC965
PCF263A5E,PTC,VC965
PC016D687,PTE,VC965
PC96978C6,PTC,VC965
PC4E1366E,PTC,VC965
PCC1FFE5B,PTE,VCB43
PCECC4DE2,PTE,VCB43
PC51E7EF8,PTE,VC965
PC540E129,PTC,VC965
PCBEB4D23,PTC,VCD2F
PCD546332,PTE,VC965
PC19D06B0,PTP,VCD2F
PC1A3D20B,PTC,VC965
PCB99E8F9,PTP,VC965
PC22F748B,PTE,VC965
PC526B1EC,PTP,VC965
PCA92F2BD,PTC,VC965
PCFE28E92,PTE,VCB43
PC0AE9E1B,PTC,VC965
PC5030572,PTC,VC965
PC4B0DCD2,PTE,VC965
PC94E7A96,PTC,VCD2F
PCA9D6EEE,PTC,VC965
PC795E7B9,PTC,VC965
PCC7106FF,PTC,VC965
PCC30C735,PTC,VCD2F
PCEDD7E85,PTE,VCD2F
PC0214185,PTE,VC965
PCFDB2950,PTE,VCD2F
PCDE850D8,PTE,VC965
PCA2D76A5,PTP,VC965
PC4D892D7,PTP,VC965
PCC139BD8,PTP,VC965
PC7ACFF7C,PTE,VCB43
PC36C6441,PTE,VCB43
PCE45DE8D,PTC,VC965
PC82A16E6,PTC,VC965
PCED7EAFE,PTP,VC965
PC3AF69A3,PTC,VC965
PCEA652A8,PTP,VC965
PC408264D,PTC,VC965
PC6D0FC31,PTE,VCB43
PC670999C,PTE,VCB43
PC6D105CF,PTE,VC965
PC3BD7D63,PTP,VCB43
PC5D6563A,PTE,VC965
PCCB4C86D,PTE,VC965
PC869BDE8,PTP,VC965
PCA8A9AA8,PTE,VCD2F
PCDF9F773,PTE,VCD2F
PCC1FFE5B,PTE,VC965
PC46C55B4,PTC,VC965
PC46BE0B2,PTP,VC965
PC7ACFF7C,PTP,VCB43
PCDB42B34,PTE,VCB43
PC72FE04B,PTE,VC965
PC953B572,PTC,VCB43
PC52F533C,PTP,VC965
PC7E79FA0,PTP,VC965
PC71A1452,PTC,VC965
PC0DB49FD,PTC,VC965
PCD66314D,PTE,VCB43
PC7758F89,PTE,VCD2F
PCDED6F20,PTP,VCB43
PC540E129,PTE,VC965
PC6DC0ACF,PTE,VCB43
PC7C042B7,PTE,VCD2F
PC0DC6CAB,PTP,VC965
PC1A43FB7,PTP,VC965
PC4A5D62F,PTP,VC965
PCED7EAFE,PTE,VC965
PCC932802,PTP,VC965
PC3BDDA71,PTE,VCB43
PCCEEF65A,PTE,VCB43
PC1ECBA39,PTE,VCB43
PCC90A061,PTC,VC965
PCF6B0D12,PTE,VCD2F
PC92A6471,PTC,VC965
PC7F5C566,PTE,VCB43
PC36675CE,PTC,VC965
PCE5BA2CE,PTP,VC965
PC8DA1D3B,PTE,VCD2F
PC2A27502,PTP,VC965
PCA6127FF,PTE,VC965
PC124B4C0,PTC,VC965
PCD987A9D,PTC,VC965
PCDED6F20,PTE,VC965
PCC090C3A,PTC,VC965
PCB4CDDA5,PTP,VC965
PCB99E8F9,PTC,VC965
PC92A6471,PTE,VC965
PC8F72158,PTC,VC965
PC34ECAB5,PTC,VC965
PC5030572,PTC,VC965
PCDECFC74,PTC,VC965
PC1DEB043,PTP,VCB43
PCA26D872,PTC,VCB43
PC19F3DBB,PTE,VC965
PCDF73A3C,PTE,VCB43
PC785D63F,PTE,VC965
PCA283923,PTE,VC965
PC3DE08BF,PTC,VCD2F
PCB99E8F9,PTE,VCD2F
PC9194382,PTC,VCB43
PCD1EB220,PTP,VCB43
PC8AEC6E8,PTC,VC965
PCA3797CA,PTP,VCB43
PC425C6EC,PTE,VC965
PCB6A16D7,PTP,VC965
PC7D7AE48,PTC,VC965
PC2EBEAB9,PTC,VCB43
PC481C9F9,PTC,VCB43
PC6B14C5D,PTC,VC965
PC2B868A9,PTC,VCB43
PC1CE4935,PTC,VCD2F
PC43973F9,PTP,VCB43
PCAC01231,PTP,VC965
PC3FD65C8,PTC,VC965
PCF712D1A,PTC,VC965
PC1BC7FA5,PTP,VC965
PCECC4DE2,PTP,VC965
PC86E9EB7,PTE,VC965
PCECC4DE2,PTC,VC965
PC5083F35,PTE,VCB43
PC71A1452,PTE,VCB43
PCC6DD8D5,PTP,VCB43
PC6F25DF0,PTP,VC965
PCE51C5C7,PTP,VCD2F
PCB1B5BEC,PTC,VC965
PC3F8C42B,PTP,VCD2F
PC0A717C4,PTE,VC965
PC51FDD60,PTC,VC965
PCFFF6463,PTC,VC965
PC8DD921E,PTE,VC965
PCF8BB245,PTC,VCB43
PC0DC6CAB,PTC,VC965
PC7D7AE48,PTC,VC965
PC77793DF,PTC,VC965
PC12AA919,PTP,VCD2F
PCA24C1E1,PTE,VC965
PC2D22627,PTE,VCB43
PCBE1B45D,PTC,VC965
PCA283923,PTE,VCD2F
PC3B258E9,PTC,VCB43
PC3DE08BF,PTC,VCB43
PCEC57A8E,PTP,VC965
PC65C93B7,PTE,VC965
PCC993FB3,PTE,VC965
PC2B868A9,PTP,VCB43
PC76935F9,PTP,VCB43
PCECEBBFA,PTP,VC965
PC4CBEFF5,PTP,VC965
PC25E70B7,PTE,VC965
PCEECA8B2,PTE,VC965
PC22D9C6D,PTP,VCB43
PC397AFA3,PTE,VC965
PC94168A2,PTP,VCB43
PC6A1BCA4,PTE,VC965
PC84FFC9D,PTC,VCD2F
PCD175301,PTP,VC965
PC06A0237,PTC,VCB43
PCAA67227,PTE,VCB43
PCFDB2950,PTC,VC965
PC7667A3E,PTC,VC965
PCA965149,PTC,VCB43
PCF5E7754,PTE,VC965
PCF3AE602,PTC,VCB43
PCE8CBA37,PTP,VC965
PC16F5A24,PTE,VC965
PCCFD9AB6,PTE,VC965
PC65AA714,PTE,VC965
PC948D5B2,PTE,VC965
PC4D892D7,PTP,VC965
PC7667A3E,PTC,VCD2F
PCDF73A3C,PTC,VC965
PCCC8F243,PTC,VC965
PCF6EECB2,PTE,VC965
PC13CB69B,PTE,VC965
PCEBBFFB5,PTC,VC965
PC36C9AE8,PTC,VC965
PC0F226DF,PTP,VCD2F
PC72FE04B,PTP,VC965
PCB27CFF1,PTC,VCB43
PC0A326BE,PTP,VC965
PC6397888,PTC,VC965
PCED7EAFE,PTE,VC965
PCB524A9F,PTE,VCD2F
PC7AA5B2F,PTC,VCD2F
PC99B9343,PTC,VC965
PC5EBB0FA,PTE,VC965
PC2EBEAB9,PTC,VCD2F
PCE5E04A2,PTC,VCB43
PCA283923,PTE,VCB43
PC22D9C6D,PTP,VC965
PCDEB8E32,PTE,VCD2F
PC7607A5D,PTP,VC965
PC214FB8E,PTP,VC965
PC7C042B7,PTC,VCB43
PC51FDD60,PTE,VC965
PC83F544D,PTE,VC965
PC0DB49FD,PTE,VC965
PC11E9595,PTC,VCD2F
PC665A28E,PTP,VC965
PCF891CEB,PTP,VC965
PC7DC0964,PTE,VCB43
PC394C979,PTP,VCD2F
PCC30C735,PTP,VCB43
PC43A5E42,PTC,VCB43
PCCE002E5,PTP,VC965
PC3E78C17,PTC,VC965
PCA70760B,PTE,VC965
PCD987A9D,PTP,VCB43
PCA276EBB,PTC,VCD2F
PC591BDF7,PTP,VCB43
PC32FB72C,PTC,VC965
PCA491459,PTE,VC965
PC161AC8D,PTP,VCB43
PCF6B0D12,PTC,VC965
PCD8C66B1,PTC,VC965
PC214FB8E,PTP,VC965
PC96AD1EB,PTC,VC965
PCFF02057,PTC,VCD2F
PCE3427C5,PTC,VC965
PC2308E9E,PTC,VCB43
PC1269226,PTP,VC965
PC25E70B7,PTE,VCD2F
PC481C9F9,PTE,VCB43
PC951FE7E,PTP,VCD2F
PCF8D98DC,PTP,VC965
PC485BE5B,PTP,VC965
PCA37D114,PTP,VC965
PC685427C,PTP,VCB43
PCDBC3AC9,PTC,VCB43
PC3415EA4,PTP,VC965
PC0AB2B55,PTC,VC965
PC59414DA,PTC,VC965
PCC932802,PTC,VC965
PCA6127FF,PTP,VCD2F
PC7A54E18,PTC,VC965
PCB228987,PTP,VC965
PC9AF321D,PTP,VC965
PCA276EBB,PTC,VCB43
PCC139BD8,PTP,VC965
PCAD3B9BC,PTE,VC965
PC5A6D86E,PTP,VCB43
PCB7341F4,PTC,VC965
PCCA5979C,PTC,VCB43
PCFC754C7,PTP,VC965
PC16E79D4,PTC,VCD2F
PC84D9FC1,PTP,VCB43
PCC08F8BB,PTC,VCD2F
PCE60D320,PTC,VC965
PCF64B519,PTC,VCD2F
PCB3DF742,PTP,VC965
PCEF56843,PTE,VC965
PC340B4DE,PTE,VCB43
PC1E0F3B6,PTP,VCB43
PC51D1059,PTC,VCD2F
PC16F59EC,PTC,VCB43
PCF64B519,PTP,VC965
PC40BD0F3,PTP,VC965
PC4A6C6D9,PTE,VCD2F
PC94E7A96,PTE,VC965
PCB566359,PTC,VC965
PCFA0E4C0,PTE,VC965
PCEF3EBBC,PTC,VCB43
PC8C7C5D7,PTP,VC965
PC41B834E,PTC,VCB43
PC2308E9E,PTP,VCD2F
PC4C9B108,PTP,VC965
PC12BE494,PTE,VC965
PC8F72158,PTC,VCB43
PCF4DA5CE,PTE,VCB43
PCFF0FEB0,PTP,VC965
PC2C2EF9E,PTE,VCB43
PC5F47DCF,PTC,VC965
PCAA9F518,PTE,VCD2F
PC9194382,PTE,VCB43
PC74F6341,PTC,VCB43
PC2EFBBE0,PTP,VC965
PC4CD2B81,PTC,VC965
PC4A40D50,PTC,VCD2F
PC51FDD60,PTC,VC965
PCE3427C5,PTP,VC965
PCAD9E1F9,PTP,VCD2F
PC40E6113,PTP,VCB43
PCC1F6F13,PTC,VC965
PCCE002E5,PTP,VC965
PCE952492,PTC,VC965
PCC943ECD,PTE,VC965
PC7655FC1,PTP,VCB43
PC95F5F6B,PTC,VCB43
PC1CCD955,PTP,VCD2F
PCC3A370A,PTC,VC965
PC23E470D,PTP,VC965
PC9082A17,PTC,VCD2F
PC74CE451,PTE,VC965
PC6906524,PTP,VCD2F
PC5D41947,PTP,VCB43
PC5E524A1,PTC,VCD2F
PCBA86754,PTP,VCB43
PC00AE965,PTE,VCB43
PC12EEFE0,PTE,VCB43
PC1EE951B,PTC,VC965
PC8ED616E,PTE,VCD2F
PCA6403C1,PTE,VCB43
PC208F9BB,PTE,VC965
PC2C5C1F3,PTE,VCB43
PC251D4C1,PTE,VC965
PC7305E43,PTP,VCB43
PC9EBEDB5,PTC,VC965
PC8C7C5D7,PTC,VC965
PCC3A370A,PTC,VC965
PC99AE725,PTP,VC965
PCC08F8BB,PTP,VC965
PC23E470D,PTE,VCB43
PC94C0945,PTC,VC965
PC0D3474E,PTC,VC965
PC8D90EF0,PTP,VC965
PC6397888,PTP,VC965
PC8473A64,PTE,VC965
PC2F353E1,PTP,VCB43
PC55432DA,PTP,VCB43
PCE3427C5,PTE,VC965
PCE75C5C8,PTP,VCB43
PCE1EA438,PTP,VCD2F
PC53A52CB,PTP,VCB43
PCED7EAFE,PTE,VC965
PC785D63F,PTC,VC965
PC4AC8EAD,PTP,VCB43
PCD33B3C9,PTE,VC965
PC3DE08BF,PTP,VC965
PCF95BF53,PTC,VC965
PC00AE965,PTE,VCB43
PCE976BA1,PTC,VC965
PC48664B7,PTC,VCB43
PCED7EAFE,PTE,VCB43
PC7057B6A,PTP,VC965
PCCB383F8,PTP,VCD2F
PC126524C,PTC,VC965
PC52EA95D,PTC,VC965
PC64281F6,PTE,VC965
PCBA5D8AB,PTC,VCB43
PC45CC19A,PTC,VCB43
PC8F4AF85,PTP,VC965
PC425C6EC,PTC,VC965
PC7655FC1,PTE,VCB43
PC6CC51DA,PTP,VC965
PC22F748B,PTP,VC965
PCBD023A3,PTE,VCD2F
PC4C95CA2,PTP,VC965
PC9194382,PTC,VCD2F
PCB1132AC,PTE,VCB43
PCD8D5094,PTC,VCB43
PC83F544D,PTP,VC965
PCD51A740,PTP,VCB43
PCA491459,PTE,VCD2F
PC9798721,PTE,VC965
PC1085B78,PTP,VC965
PC5FBE4B8,PTP,VC965
PC155D90A,PTP,VC965
PC1CE4935,PTP,VCB43
PC40C93B0,PTP,VC965
PC74A3585,PTP,VC965
PC7AA5B2F,PTE,VCB43
PC9DD9DCD,PTC,VC965
PC953B572,PTP,VC965
PCCC0D001,PTP,VC965
PC4486317,PTP,VC965
PCDC5C9E2,PTP,VC965
PC4CD2B81,PTE,VCB43
PCC591410,PTC,VC965
PC7368097,PTP,VC965
PCD66314D,PTE,VC965
PC4B0DCD2,PTP,VC965
PC9F481D4,PTE,VCB43
PC8FC83B3,PTE,VC965
PC5D4821F,PTC,VC965
PCE8CBA37,PTE,VC965
PC7D7AE48,PTP,VC965
PC0DC6CAB,PTC,VC965
PC400DFFE,PTC,VC965
PCE29AA1A,PTC,VC965
PC10C50DC,PTE,VCB43
PCFE8B604,PTC,VCB43
PC425C6EC,PTE,VCD2F
PC9194382,PTP,VC965
PC63844BC,PTP,VCD2F
PC6CC51DA,PTP,VC965
PC4486317,PTE,VC965
PC08EA270,PTP,VCB43
PC45CC19A,PTP,VCD2F
PC69C7DF3,PTP,VC965
PCCEEF65A,PTC,VCD2F
PC8AEC6E8,PTE,VC965
PCDB12C82,PTP,VCB43
PCBA86754,PTC,VCD2F
PCA06B2F1,PTE,VC965
PC1E0F3B6,PTE,VC965
PCBDD55F1,PTC,VCD2F
PC3B514E2,PTE,VCB43
PCEBBFFB5,PTC,VCB43
PCBCF42C2,PTC,VCB43
PC1ECBA39,PTE,VC965
PC3CCA187,PTP,VCD2F
PCB616FAD,PTE,VC965
PC5170BF4,PTE,VCB43
PCB2463CF,PTC,VC965
PCBA83119,PTP,VC965
PC8ED616E,PTP,VC965
PCED7EAFE,PTC,VC965
PC388BB83,PTP,VCB43
PC68969FB,PTP,VC965
PC6906524,PTC,VC965
PCBC064F8,PTC,VCD2F
PCCE002E5,PTE,VC965
PCA185B1A,PTE,VC965
PC174C464,PTE,VC965
PC34ECAB5,PTE,VCD2F
PC3AF69A3,PTC,VC965
PC84D9FC1,PTP,VC965
PC87D90FE,PTP,VC965
PC95F5F6B,PTE,VC965
PCE78024A,PTP,VC965
PCFDB2BA6,PTC,VCB43
PCAC34A40,PTP,VC965
PC1477DC9,PTC,VC965
PCC0E943C,PTC,VC965
PCEC030F2,PTC,VCD2F
PCD33B3C9,PTE,VC965
PCCF18BAF,PTP,VCB43
PCB070250,PTE,VC965
PC7FEC2CE,PTP,VC965
PCED2DB6F,PTC,VCB43
PC704EF75,PTP,VC965
PCAE085FE,PTP,VCB43
PC4CBEFF5,PTC,VCD2F
PC47B8825,PTE,VC965
PC3D30AD0,PTE,VC965
PC3BD7D63,PTC,VC965
PCD66314D,PTC,VCB43
PC3B970F2,PTE,VCD2F
PCA37D114,PTC,VCB43
PC68969FB,PTP,VC965
PCDD316EB,PTC,VCD2F
PCF31BD97,PTP,VCB43
PC685B3B1,PTE,VC965
PC5631507,PTP,VC965
PC1E2B07E,PTP,VC965
PC5E202FC,PTC,VCD2F
PCBCF42C2,PTE,VCD2F
PC5631507,PTC,VC965
PC43A5E42,PTC,VCD2F
PCCB2657A,PTP,VCB43
PC7D7AE48,PTP,VC965
PC4486317,PTC,VCB43
PCC825DB2,PTC,VC965
PC8D40B22,PTC,VCB43
PC4C9B108,PTE,VC965
PC6AA246E,PTE,VCB43
PC7758F89,PTC,VC965
PC34C1DCB,PTC,VC965
PC2CE9851,PTE,VC965
PCDF73A3C,PTP,VC965
PC388BB83,PTP,VC965
PC7688C61,PTE,VC965
PCC090C3A,PTC,VC965
PC0671DD4,PTP,VC965
PCA10FFA0,PTE,VC965
PC88EA64E,PTE,VC965
PC59414DA,PTE,VC965
PC71D433F,PTP,VC965
PC1A43FB7,PTE,VCB43
PCEEC0DB3,PTP,VC965
PC3A6DBC9,PTC,VCB43
PCDF9F773,PTP,VC965
PC4061987,PTE,VC965
PC7D68CD9,PTC,VC965
PCA0BAE0F,PTE,VC965
PC0AB2B55,PTE,VCB43
PC0606D6A,PTP,VCB43
PC8473A64,PTC,VC965
PC59A33DE,PTC,VC965
PCF1366ED,PTP,VCB43
PC9DFEBB0,PTE,VC965
PC41B834E,PTE,VC965
PC0F0AB4E,PTC,VC965
PCBD5C822,PTE,VCD2F
PCD6E5E77,PTE,VC965
PC3A7AACB,PTE,VC965
PC95B4E03,PTP,VC965
PCC4F7DCE,PTC,VC965
PC44877F1,PTC,VC965
PCECEBBFA,PTE,VC965
PC1551C8E,PTC,VCD2F
PC16F5A24,PTC,VCD2F
PC3AA93E6,PTC,VC965
PCF6F4CA1,PTP,VC965
PC879E7AB,PTC,VC965
PC08910B7,PTC,VCD2F
PCFAB001F,PTE,VC965
PCB30E45F,PTP,VCB43
PC7E9E8F3,PTE,VC965
PC408264D,PTE,VC965
PCD6E5E77,PTP,VCD2F
PC71FE98A,PTE,VC965
PC148C815,PTC,VC965
PC3FAA264,PTC,VCB43
PC4D8469D,PTE,VC965
PCC0E943C,PTE,VCB43
PC3E1512A,PTE,VCB43
PCDBBCB68,PTE,VC965
PC4C95CA2,PTP,VC965
PC22D9C6D,PTP,VCB43
PC1B1D964,PTC,VCD2F
PC58105BF,PTC,VCB43
PC397AFA3,PTE,VCB43
PC670F1AC,PTE,VCB43
PC7688C61,PTP,VC965
PC524833E,PTP,VC965
PC3B514E2,PTE,VC965
PCD540B2F,PTE,VCB43
PCA227C6B,PTE,VC965
PC1A58039,PTE,VCB43
PC7C8FDDB,PTP,VCB43
PCCE12794,PTC,VC965
PC15EC378,PTP,VC965
PCE6675F9,PTC,VCD2F
PC6A65941,PTC,VC965
PCCB12F8C,PTE,VCB43
PC40C93B0,PTE,VC965
PC526B1EC,PTE,VC965
PC7C55512,PTC,VC965
PCEBE834B,PTE,VC965
PC425C6EC,PTE,VC965
PCE9CE23F,PTE,VC965
PC576A3BA,PTC,VCD2F
PCF2ECD29,PTC,VC965
PC22D9C6D,PTE,VC965
PCD6DBA1D,PTP,VC965
PC37F171A,PTE,VCB43
PCD0DDD3D,PTC,VCB43
PCD411AEF,PTE,VC965
PCEF56843,PTC,VC965
PC40E6113,PTP,VCB43
PC63844BC,PTC,VC965
PC40C2E00,PTE,VC965
PCC6DD8D5,PTC,VC965
PC84FFC9D,PTP,VC965
PC7241796,PTE,VC965
PCF14D1E3,PTC,VCB43
PCBEB4D23,PTE,VC965
PC983A913,PTP,VC965
PCEF5C190,PTE,VC965
PC45CC19A,PTC,VC965
PC8AB18BE,PTP,VC965
PCFBEFA9E,PTC,VCB43
PC09C5F59,PTE,VCB43
PC4E572D8,PTP,VCB43
PCD3A817A,PTC,VCD2F
PC05C2F86,PTC,VC965
PC3E57E3D,PTC,VC965
PC0005AC7,PTP,VC965
PCC825DB2,PTE,VC965
PC879E7AB,PTP,VC965
PC88EA64E,PTE,VC965
PC308070B,PTE,VC965
PC2125618,PTC,VCD2F
PCAFD913A,PTP,VC965
PCE1EA438,PTC,VC965
PC0EF5BA6,PTP,VCB43
PC670999C,PTP,VC965
PC2EBEAB9,PTE,VC965
PC99B9343,PTE,VCD2F
PC1B1D964,PTE,VCB43
PCE4C5D8E,PTP,VC965
PC43919D1,PTC,VCB43
PC2E0C888,PTC,VC965
PC0B2B03E,PTE,VCD2F
PCBCF42C2,PTE,VCB43
PC9B747F8,PTC,VC965
PC95F5F6B,PTE,VC965
PC9A343F9,PTP,VC965
PC62AF885,PTC,VC965
PC5A27CDE,PTE,VC965
PCE62BBA9,PTP,VC965
PCE5BA2CE,PTE,VC965
PCA154C84,PTP,VC965
PC524833E,PTE,VCB43
PCFDB2950,PTP,VCB43
PCC08F8BB,PTE,VC965
PCC0E7E2A,PTC,VCD2F
PC82A16E6,PTE,VC965
PCDE5402C,PTE,VC965
PC7A260F1,PTC,VC965
PCF91266E,PTE,VCB43
PCC139BD8,PTP,VCB43
PCB6A16D7,PTE,VC965
PC3AF69A3,PTP,VC965
PC70B7987,PTE,VC965
PC9042B3F,PTP,VC965
PCC9875AC,PTC,VC965
PC796A888,PTC,VCB43
PC1085B78,PTP,VCD2F
PC6E0962A,PTE,VC965
PCDECFC74,PTP,VC965
PCB86D2E1,PTE,VC965
PC3338D42,PTP,VC965
PC8BCEB19,PTP,VC965
PC8417B09,PTC,VCB43
PC9FBBA67,PTE,VC965
PC7E9E8F3,PTC,VCD2F
PC74A3585,PTE,VCB43
PC84D9FC1,PTP,VC965
PCB500A9F,PTP,VC965
PC4F71E72,PTP,VCB43
PC120EEFD,PTC,VCD2F
PC8C9B099,PTP,VC965
PCC0E943C,PTE,VCB43
PC6CC51DA,PTP,VC965
PC4C95CA2,PTC,VCD2F
PC77793DF,PTP,VC965
PC57036DA,PTE,VCD2F
PCB7040B7,PTC,VCB43
PC21A1833,PTP,VC965
PC52E7369,PTC,VC965
PC822E359,PTC,VC965
PC7E79FA0,PTE,VCB43
PCAA67227,PTE,VC965
PCB24B68E,PTC,VC965
PCB02917E,PTP,VCD2F
PCA24C1E1,PTP,VCB43
PC1E0F3B6,PTP,VC965
PCE49911B,PTP,VC965
PC9F3C86B,PTP,VC965
PC2308E9E,PTC,VC965
PC6C80A46,PTP,VC965
PCCAFA3BB,PTP,VC965
PCD9CAD56,PTP,VC965
PC7368097,PTC,VCD2F
PC70CA955,PTE,VC965
PCCFD9AB6,PTC,VCB43
PC922BA3E,PTE,VC965
PC16F59EC,PTE,VC965
PC905B5D4,PTC,VC965
PC84D9FC1,PTE,VC965
PC64281F6,PTP,VCB43
PC0A326BE,PTE,VC965
PC912F5CB,PTP,VCD2F
PCCB12F8C,PTE,VCB43
PCF31BD97,PTE,VC965
PCBB65EF4,PTP,VC965
PC4C9B108,PTC,VCD2F
PC6D2FAD0,PTE,VC965
PC20BD6E6,PTC,VC965
PCBE8B2AB,PTE,VCB43
PC818101A,PTE,VC965
PCDB12C82,PTC,VC965
PCC3A370A,PTP,VC965
PC4967767,PTC,VC965
PC1E2B07E,PTP,VCD2F
PC3A6DBC9,PTC,VC965
PC74A3585,PTP,VC965
PCD83DE25,PTP,VC965
PC19D06B0,PTE,VC965
PC4F78F1B,PTC,VC965
PC51E7EF8,PTC,VC965
PC0885606,PTP,VC965
PC6D105CF,PTE,VC965
PCFE8B604,PTE,VCB43
PC3338D42,PTP,VC965
PCF4DA5CE,PTP,VC965
PC074E6A8,PTE,VCB43
PCD30AB50,PTC,VC965
PC5295A46,PTE,VC965
PC2C5C1F3,PTE,VCD2F
PC2387B02,PTE,VCB43
PC9AF321D,PTC,VC965
PC0567192,PTE,VC965
PCFE8B604,PTC,VCB43
PCF5E0389,PTC,VC965
PC59A0CB2,PTC,VCB43
PC70886EC,PTE,VC965
PCBA5D8AB,PTC,VC965
PC65C93B7,PTP,VCD2F
PC47FBB07,PTE,VC965
PCE0A2A2F,PTE,VCB43
PCB0994D1,PTC,VC965
PCAC01231,PTP,VC965
PC16F5A24,PTE,VC965
PC388BB83,PTP,VCD2F
PC8806694,PTC,VC965
PCB3DF742,PTC,VC965
PC43973F9,PTP,VC965
PCBD5C822,PTC,VC965
PC5D6563A,PTC,VC965
PC822E359,PTE,VC965
PC1893678,PTC,VC965
PCF40C389,PTC,VCD2F
PCA6403C1,PTP,VC965
PC845CEA6,PTE,VC965
PCB99E8F9,PTC,VCD2F
PCD6E5E77,PTP,VC965
PCB070250,PTC,VC965
PCBF83C7A,PTE,VCB43
PCE1EA438,PTE,VC965
PCB02917E,PTC,VCB43
PCD33B3C9,PTP,VC965
PC8616CD8,PTC,VC965
PC16E79D4,PTE,VCB43
PC8A8976A,PTC,VCD2F
PC00AE965,PTP,VC965
PC5ABB8E4,PTC,VCD2F
PC1A43FB7,PTC,VCD2F
PCA10FFA0,PTE,VC965
PCBA86754,PTE,VC965
PC7E4F42A,PTP,VC965
PC4645718,PTP,VCD2F
PC6AA246E,PTC,VCD2F
PC92C5115,PTC,VC965
PC82D2552,PTP,VCD2F
PC924C594,PTE,VCD2F
PC4CD2B81,PTC,VCD2F
PC90AAFDA,PTP,VC965
PCE7A4F34,PTC,VCB43
PC58105BF,PTE,VC965
PC3A63A79,PTP,VC965
PC540E129,PTC,VC965
PC8B8C482,PTC,VCB43
PC591BDF7,PTC,VCB43
PC74F6341,PTP,VCD2F
PC89A3BCF,PTP,VCD2F
PC06E9A80,PTP,VCB43
PCED2DB6F,PTC,VC965
PCB335328,PTP,VC965
PC03AE86F,PTE,VC965
PC0BD172F,PTC,VCB43
PCE17C964,PTC,VC965
PC251D4C1,PTC,VCD2F
PCBF83C7A,PTE,VCB43
PCCBCFEDE,PTP,VC965
PC10C700F,PTP,VC965
PC3ED26A2,PTP,VC965
PC67D349A,PTE,VCD2F
PC5149039,PTE,VC965
PCC7B407A,PTP,VC965
PC783B5FC,PTE,VC965
PCC825DB2,PTP,VCD2F
PC18C31F6,PTC,VC965
PC8F72158,PTE,VCB43
PC20BD6E6,PTC,VC965
PC87C8BC4,PTE,VCD2F
PC62AF885,PTC,VCD2F
PC4E1366E,PTC,VCD2F
PC948D5B2,PTP,VC965
PC63844BC,PTP,VC965
PCCEEF65A,PTE,VCB43
PCF4A9637,PTE,VCD2F
PC3B970F2,PTE,VCB43
PC4C9B108,PTP,VC965
PC578D797,PTC,VCB43
PC4967767,PTE,VCB43
PC1551C8E,PTC,VC965
PCF8D98DC,PTP,VCB43
PC5D4DE09,PTC,VCD2F
PCAA68777,PTP,VC965
PCD0DDD3D,PTE,VC965
PC3547FAD,PTC,VC965
PCB2463CF,PTP,VC965
PC8DD921E,PTP,VC965
PCA185B1A,PTP,VC965
PC16F5A24,PTC,VC965
PC3137434,PTE,VC965
PC70B7987,PTC,VC965
PCBEF8EE1,PTE,VCB43
PC385C6E7,PTE,VCB43
PCEECD973,PTP,VC965
PC63FF017,PTC,VC965
PC70CA955,PTC,VC965
PC88494D0,PTC,VC965
PC22D9C6D,PTE,VCD2F
PC4C9B108,PTC,VC965
PC22F748B,PTC,VC965
PC19C02F1,PTP,VC965
PC36C9AE8,PTE,VCD2F
PC95F5F6B,PTC,VC965
PCE5E04A2,PTP,VC965
PC0514825,PTC,VCB43
PCCAFD014,PTP,VC965
PCD2C9ECF,PTE,VC965
PC22D9C6D,PTC,VC965
PC9787B8A,PTP,VCB43
PC23BA77A,PTC,VCD2F
PCCE002E5,PTE,VC965
PC11DCA73,PTP,VC965
PC42A3AB0,PTP,VCB43
PC12BE494,PTP,VCB43
PCB27CFF1,PTE,VC965
PC3FB1BB6,PTE,VC965
PC09D71DF,PTE,VCB43
PC1585DF2,PTP,VCD2F
PC83F544D,PTC,VCD2F
PCBCF42C2,PTE,VCB43
PCD6DBA1D,PTE,VCB43
PC20129F9,PTC,VCB43
PC4E572D8,PTE,VC965
PCC08F8BB,PTE,VCB43
PC7F1A5B9,PTC,VC965
PCB566359,PTE,VCB43
PCCB383F8,PTP,VC965
PCF8D98DC,PTC,VC965
PC417B8DF,PTC,VC965
PC1E49F6B,PTP,VCB43
PC374C341,PTE,VC965
PC7F1A5B9,PTE,VCB43
PCC1FFE5B,PTC,VC965
PC5D6563A,PTP,VC965
